"","County","Category","Proportion","Names","cat"
"1","Mombasa","Use appropriate treatment method",31,"Mombasa, 31%",">25.2"
"2","Mombasa","Boil",10,"Mombasa, 10%","3.0-25.2"
"3","Mombasa","Bleach/chlorine",24.2,"Mombasa, 24.2%","3.0-25.2"
"4","Mombasa","Strain through cloth",0.5,"Mombasa, 0.5%","0.3-2.9"
"5","Mombasa","Ceramic/sand/other filter",0.4,"Mombasa, 0.4%","0.3-2.9"
"6","Mombasa","Solar disinfection",0,"Mombasa, 0%","<0.3"
"7","Mombasa","Stand & settle",0.2,"Mombasa, 0.2%","<0.3"
"8","Mombasa","Cover container",0,"Mombasa, 0%","<0.3"
"9","Mombasa","Other",0.3,"Mombasa, 0.3%","0.3-2.9"
"10","Mombasa","Don't know",0,"Mombasa, 0%","<0.3"
"11","Mombasa","No treatment",68.4,"Mombasa, 68.4%",">25.2"
"12","Kwale","Use appropriate treatment method",16.8,"Kwale, 16.8%","3.0-25.2"
"13","Kwale","Boil",5.2,"Kwale, 5.2%","3.0-25.2"
"14","Kwale","Bleach/chlorine",14,"Kwale, 14%","3.0-25.2"
"15","Kwale","Strain through cloth",0.9,"Kwale, 0.9%","0.3-2.9"
"16","Kwale","Ceramic/sand/other filter",0.1,"Kwale, 0.1%","<0.3"
"17","Kwale","Solar disinfection",0,"Kwale, 0%","<0.3"
"18","Kwale","Stand & settle",1.2,"Kwale, 1.2%","0.3-2.9"
"19","Kwale","Cover container",0,"Kwale, 0%","<0.3"
"20","Kwale","Other",0,"Kwale, 0%","<0.3"
"21","Kwale","Don't know",0,"Kwale, 0%","<0.3"
"22","Kwale","No treatment",81.8,"Kwale, 81.8%",">25.2"
"23","Kilifi","Use appropriate treatment method",10.3,"Kilifi, 10.3%","3.0-25.2"
"24","Kilifi","Boil",3.8,"Kilifi, 3.8%","3.0-25.2"
"25","Kilifi","Bleach/chlorine",6.9,"Kilifi, 6.9%","3.0-25.2"
"26","Kilifi","Strain through cloth",0.6,"Kilifi, 0.6%","0.3-2.9"
"27","Kilifi","Ceramic/sand/other filter",0.1,"Kilifi, 0.1%","<0.3"
"28","Kilifi","Solar disinfection",0,"Kilifi, 0%","<0.3"
"29","Kilifi","Stand & settle",0.6,"Kilifi, 0.6%","0.3-2.9"
"30","Kilifi","Cover container",3.3,"Kilifi, 3.3%","3.0-25.2"
"31","Kilifi","Other",0.1,"Kilifi, 0.1%","<0.3"
"32","Kilifi","Don't know",0,"Kilifi, 0%","<0.3"
"33","Kilifi","No treatment",86,"Kilifi, 86%",">25.2"
"34","Tana River","Use appropriate treatment method",12.8,"Tana River, 12.8%","3.0-25.2"
"35","Tana River","Boil",0.9,"Tana River, 0.9%","0.3-2.9"
"36","Tana River","Bleach/chlorine",8.5,"Tana River, 8.5%","3.0-25.2"
"37","Tana River","Strain through cloth",0.1,"Tana River, 0.1%","<0.3"
"38","Tana River","Ceramic/sand/other filter",3.7,"Tana River, 3.7%","3.0-25.2"
"39","Tana River","Solar disinfection",0,"Tana River, 0%","<0.3"
"40","Tana River","Stand & settle",0,"Tana River, 0%","<0.3"
"41","Tana River","Cover container",0.1,"Tana River, 0.1%","<0.3"
"42","Tana River","Other",0,"Tana River, 0%","<0.3"
"43","Tana River","Don't know",0,"Tana River, 0%","<0.3"
"44","Tana River","No treatment",87.2,"Tana River, 87.2%",">25.2"
"45","Lamu","Use appropriate treatment method",19.4,"Lamu, 19.4%","3.0-25.2"
"46","Lamu","Boil",7.3,"Lamu, 7.3%","3.0-25.2"
"47","Lamu","Bleach/chlorine",13.6,"Lamu, 13.6%","3.0-25.2"
"48","Lamu","Strain through cloth",0.5,"Lamu, 0.5%","0.3-2.9"
"49","Lamu","Ceramic/sand/other filter",0,"Lamu, 0%","<0.3"
"50","Lamu","Solar disinfection",0,"Lamu, 0%","<0.3"
"51","Lamu","Stand & settle",1.1,"Lamu, 1.1%","0.3-2.9"
"52","Lamu","Cover container",0.7,"Lamu, 0.7%","0.3-2.9"
"53","Lamu","Other",0.5,"Lamu, 0.5%","0.3-2.9"
"54","Lamu","Don't know",0.2,"Lamu, 0.2%","<0.3"
"55","Lamu","No treatment",79,"Lamu, 79%",">25.2"
"56","Taita Taveta","Use appropriate treatment method",28.3,"Taita Taveta, 28.3%",">25.2"
"57","Taita Taveta","Boil",13.9,"Taita Taveta, 13.9%","3.0-25.2"
"58","Taita Taveta","Bleach/chlorine",16.8,"Taita Taveta, 16.8%","3.0-25.2"
"59","Taita Taveta","Strain through cloth",0.2,"Taita Taveta, 0.2%","<0.3"
"60","Taita Taveta","Ceramic/sand/other filter",0.2,"Taita Taveta, 0.2%","<0.3"
"61","Taita Taveta","Solar disinfection",0,"Taita Taveta, 0%","<0.3"
"62","Taita Taveta","Stand & settle",1.7,"Taita Taveta, 1.7%","0.3-2.9"
"63","Taita Taveta","Cover container",0.6,"Taita Taveta, 0.6%","0.3-2.9"
"64","Taita Taveta","Other",0.2,"Taita Taveta, 0.2%","<0.3"
"65","Taita Taveta","Don't know",0,"Taita Taveta, 0%","<0.3"
"66","Taita Taveta","No treatment",70.3,"Taita Taveta, 70.3%",">25.2"
"67","Garissa","Use appropriate treatment method",3.1,"Garissa, 3.1%","3.0-25.2"
"68","Garissa","Boil",2,"Garissa, 2%","0.3-2.9"
"69","Garissa","Bleach/chlorine",1.7,"Garissa, 1.7%","0.3-2.9"
"70","Garissa","Strain through cloth",0,"Garissa, 0%","<0.3"
"71","Garissa","Ceramic/sand/other filter",0,"Garissa, 0%","<0.3"
"72","Garissa","Solar disinfection",0,"Garissa, 0%","<0.3"
"73","Garissa","Stand & settle",0,"Garissa, 0%","<0.3"
"74","Garissa","Cover container",0,"Garissa, 0%","<0.3"
"75","Garissa","Other",0.1,"Garissa, 0.1%","<0.3"
"76","Garissa","Don't know",0,"Garissa, 0%","<0.3"
"77","Garissa","No treatment",96.8,"Garissa, 96.8%",">25.2"
"78","Wajir","Use appropriate treatment method",5.5,"Wajir, 5.5%","3.0-25.2"
"79","Wajir","Boil",2.2,"Wajir, 2.2%","0.3-2.9"
"80","Wajir","Bleach/chlorine",3.4,"Wajir, 3.4%","3.0-25.2"
"81","Wajir","Strain through cloth",0,"Wajir, 0%","<0.3"
"82","Wajir","Ceramic/sand/other filter",0,"Wajir, 0%","<0.3"
"83","Wajir","Solar disinfection",0,"Wajir, 0%","<0.3"
"84","Wajir","Stand & settle",0,"Wajir, 0%","<0.3"
"85","Wajir","Cover container",0.1,"Wajir, 0.1%","<0.3"
"86","Wajir","Other",0,"Wajir, 0%","<0.3"
"87","Wajir","Don't know",0,"Wajir, 0%","<0.3"
"88","Wajir","No treatment",94.5,"Wajir, 94.5%",">25.2"
"89","Mandera","Use appropriate treatment method",10.3,"Mandera, 10.3%","3.0-25.2"
"90","Mandera","Boil",0.6,"Mandera, 0.6%","0.3-2.9"
"91","Mandera","Bleach/chlorine",9.5,"Mandera, 9.5%","3.0-25.2"
"92","Mandera","Strain through cloth",0,"Mandera, 0%","<0.3"
"93","Mandera","Ceramic/sand/other filter",0.2,"Mandera, 0.2%","<0.3"
"94","Mandera","Solar disinfection",0,"Mandera, 0%","<0.3"
"95","Mandera","Stand & settle",1,"Mandera, 1%","0.3-2.9"
"96","Mandera","Cover container",0,"Mandera, 0%","<0.3"
"97","Mandera","Other",0,"Mandera, 0%","<0.3"
"98","Mandera","Don't know",0,"Mandera, 0%","<0.3"
"99","Mandera","No treatment",89.7,"Mandera, 89.7%",">25.2"
"100","Marsabit","Use appropriate treatment method",18.2,"Marsabit, 18.2%","3.0-25.2"
"101","Marsabit","Boil",2.4,"Marsabit, 2.4%","0.3-2.9"
"102","Marsabit","Bleach/chlorine",16.7,"Marsabit, 16.7%","3.0-25.2"
"103","Marsabit","Strain through cloth",0,"Marsabit, 0%","<0.3"
"104","Marsabit","Ceramic/sand/other filter",0,"Marsabit, 0%","<0.3"
"105","Marsabit","Solar disinfection",0,"Marsabit, 0%","<0.3"
"106","Marsabit","Stand & settle",0,"Marsabit, 0%","<0.3"
"107","Marsabit","Cover container",0,"Marsabit, 0%","<0.3"
"108","Marsabit","Other",0,"Marsabit, 0%","<0.3"
"109","Marsabit","Don't know",0.1,"Marsabit, 0.1%","<0.3"
"110","Marsabit","No treatment",81.8,"Marsabit, 81.8%",">25.2"
"111","Isiolo","Use appropriate treatment method",27,"Isiolo, 27%",">25.2"
"112","Isiolo","Boil",12.5,"Isiolo, 12.5%","3.0-25.2"
"113","Isiolo","Bleach/chlorine",18.1,"Isiolo, 18.1%","3.0-25.2"
"114","Isiolo","Strain through cloth",0.5,"Isiolo, 0.5%","0.3-2.9"
"115","Isiolo","Ceramic/sand/other filter",0.5,"Isiolo, 0.5%","0.3-2.9"
"116","Isiolo","Solar disinfection",0,"Isiolo, 0%","<0.3"
"117","Isiolo","Stand & settle",0.1,"Isiolo, 0.1%","<0.3"
"118","Isiolo","Cover container",0.4,"Isiolo, 0.4%","0.3-2.9"
"119","Isiolo","Other",0,"Isiolo, 0%","<0.3"
"120","Isiolo","Don't know",0,"Isiolo, 0%","<0.3"
"121","Isiolo","No treatment",72.8,"Isiolo, 72.8%",">25.2"
"122","Meru","Use appropriate treatment method",41.4,"Meru, 41.4%",">25.2"
"123","Meru","Boil",39.2,"Meru, 39.2%",">25.2"
"124","Meru","Bleach/chlorine",4.4,"Meru, 4.4%","3.0-25.2"
"125","Meru","Strain through cloth",0.2,"Meru, 0.2%","<0.3"
"126","Meru","Ceramic/sand/other filter",0,"Meru, 0%","<0.3"
"127","Meru","Solar disinfection",0,"Meru, 0%","<0.3"
"128","Meru","Stand & settle",1.3,"Meru, 1.3%","0.3-2.9"
"129","Meru","Cover container",0,"Meru, 0%","<0.3"
"130","Meru","Other",0.2,"Meru, 0.2%","<0.3"
"131","Meru","Don't know",0.1,"Meru, 0.1%","<0.3"
"132","Meru","No treatment",57.9,"Meru, 57.9%",">25.2"
"133","Tharaka Nithi","Use appropriate treatment method",31,"Tharaka Nithi, 31%",">25.2"
"134","Tharaka Nithi","Boil",28,"Tharaka Nithi, 28%",">25.2"
"135","Tharaka Nithi","Bleach/chlorine",4.7,"Tharaka Nithi, 4.7%","3.0-25.2"
"136","Tharaka Nithi","Strain through cloth",0,"Tharaka Nithi, 0%","<0.3"
"137","Tharaka Nithi","Ceramic/sand/other filter",0,"Tharaka Nithi, 0%","<0.3"
"138","Tharaka Nithi","Solar disinfection",0.1,"Tharaka Nithi, 0.1%","<0.3"
"139","Tharaka Nithi","Stand & settle",1,"Tharaka Nithi, 1%","0.3-2.9"
"140","Tharaka Nithi","Cover container",0.3,"Tharaka Nithi, 0.3%","0.3-2.9"
"141","Tharaka Nithi","Other",0,"Tharaka Nithi, 0%","<0.3"
"142","Tharaka Nithi","Don't know",0,"Tharaka Nithi, 0%","<0.3"
"143","Tharaka Nithi","No treatment",68.2,"Tharaka Nithi, 68.2%",">25.2"
"144","Embu","Use appropriate treatment method",23.3,"Embu, 23.3%","3.0-25.2"
"145","Embu","Boil",19.4,"Embu, 19.4%","3.0-25.2"
"146","Embu","Bleach/chlorine",4.3,"Embu, 4.3%","3.0-25.2"
"147","Embu","Strain through cloth",0,"Embu, 0%","<0.3"
"148","Embu","Ceramic/sand/other filter",0.5,"Embu, 0.5%","0.3-2.9"
"149","Embu","Solar disinfection",0.3,"Embu, 0.3%","0.3-2.9"
"150","Embu","Stand & settle",0.3,"Embu, 0.3%","0.3-2.9"
"151","Embu","Cover container",3.5,"Embu, 3.5%","3.0-25.2"
"152","Embu","Other",0,"Embu, 0%","<0.3"
"153","Embu","Don't know",0,"Embu, 0%","<0.3"
"154","Embu","No treatment",76.3,"Embu, 76.3%",">25.2"
"155","Kitui","Use appropriate treatment method",19.2,"Kitui, 19.2%","3.0-25.2"
"156","Kitui","Boil",7.8,"Kitui, 7.8%","3.0-25.2"
"157","Kitui","Bleach/chlorine",12.3,"Kitui, 12.3%","3.0-25.2"
"158","Kitui","Strain through cloth",0.3,"Kitui, 0.3%","0.3-2.9"
"159","Kitui","Ceramic/sand/other filter",0.3,"Kitui, 0.3%","0.3-2.9"
"160","Kitui","Solar disinfection",0,"Kitui, 0%","<0.3"
